"순서","시설ID","컨텐츠 명","사용유무","테마 타입","x 좌표","y 좌표","좌표 배열","좌표타입","메인 이미지","새 주소","구 주소","우편번호","국가 지점 번호","테마 명","거리","업데이트 일","등록일","이미지 URL1","이미지 URL2","이미지 URL3","이미지 URL4","이미지 URL5","동영상 URL","음성파일 URL","평가 점수","평가자 인원","상세정보 이름 1","상세정보 값 1","상세정보 이름 2","상세정보 값 2","상세정보 이름 3","상세정보 값 3","상세정보 이름 4","상세정보 값 4","상세정보 이름 5","상세정보 값 5","상세정보 이름 6","상세정보 값 6","상세정보 이름 7","상세정보 값 7","상세정보 이름 8","상세정보 값 8","상세정보 이름 9","상세정보 값 9","상세정보 이름 10","상세정보 값 10"
"1735","송파구_거치대_117","자전거 일반거치대","사용","일반","127.105434534","37.504284386","[]","Point","","서울특별시 송파구 백제고분로 354","서울특별시 송파구 석촌동 318","05684","","자전거 편의시설","14379.401062","2021-12-29 10:36:24","2021-12-29 10:36:24","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","기타|","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"1736","송파구_거치대_141","자전거 일반거치대","사용","일반","127.100862884","37.512928840","[]","Point","","서울특별시 송파구 올림픽로 300","서울특별시 송파구 신천동 28","05551","","자전거 편의시설","13616.880034","2021-12-29 10:54:25","2021-12-29 10:54:25","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","지하철역|","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"1737","송파구_거치대_138","자전거 일반거치대","사용","일반","127.106658746","37.505464744","[]","Point","","서울특별시 송파구 백제고분로 365","서울특별시 송파구 석촌동 209","05616","","자전거 편의시설","14442.433843","2021-12-29 10:50:48","2021-12-29 10:50:48","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","지하철역|","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"1738","송파구_거치대_148","자전거 일반거치대","사용","일반","127.120093449","37.509003741","[]","Point","","서울특별시 송파구 오금로27길 37","서울특별시 송파구 방이동 72","05634","","자전거 편의시설","15550.504446","2021-12-29 11:00:08","2021-12-29 11:00:08","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","학교|","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"1739","송파구_거치대_158","자전거 일반거치대","사용","일반","127.122089185","37.538152172","[]","Point","","서울특별시 송파구 천호대로152길 7","서울특별시 송파구 풍납동 476","05511","","자전거 편의시설","14966.941181","2021-12-29 11:08:53","2021-12-29 11:08:53","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","주민센터|","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"1740","서대문구_거치대_075","자전거 일반거치대","사용","일반","126.960759602","37.571544643","[]","Point","","서울특별시 서대문구 통일로 205-1","서울특별시 서대문구 영천동 250-5","03734","","자전거 편의시설","1577.580624","2022-01-20 15:46:12","2022-01-20 15:46:12","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"1741","서초구_거치대_038","자전거 일반거치대","사용","일반","127.010177329","37.507533228","[]","Point","","서울특별시 서초구 잠원로 24","서울특별시 서초구 반포동 20-44","06544","","자전거 편의시설","6681.657386","2021-12-16 10:01:40","2021-12-16 10:01:40","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","지하철역|","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"1742","송파구_거치대_151","자전거 일반거치대","사용","일반","127.086450819","37.509180308","[]","Point","","서울특별시 송파구 석촌호수로 80","서울특별시 송파구 잠실동 279","05564","","자전거 편의시설","12454.328613","2021-12-29 11:02:19","2021-12-29 11:02:19","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","기타|","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"1743","송파구_거치대_156","자전거 일반거치대","사용","일반","127.094184189","37.507666932","[]","Point","","서울특별시 송파구 석촌호수로 155","서울특별시 송파구 잠실동 44-6","05607","","자전거 편의시설","13216.657391","2021-12-29 11:06:16","2021-12-29 11:06:16","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","기타|","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"1744","서초구_거치대_011","자전거 일반거치대","사용","일반","127.015837699","37.484709371","[]","Point","","서울특별시 서초구 효령로 292","서울특별시 서초구 서초동 1446-1","06718","","자전거 편의시설","8946.247938","2021-12-16 09:42:17","2021-12-16 09:42:17","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","지하철역|","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"1745","은평구_자전거 거치대_036","자전거 일반거치대","사용","일반","126.902202405","37.578154693","[]","Point","","서울특별시 은평구 수색로 188","서울특별시 은평구 증산동 238","03506","","자전거 편의시설","7383.297201","2022-01-12 14:43:41","2022-01-12 14:43:41","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","지하철역|","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"1746","서초구_거치대_009","자전거 일반거치대","사용","일반","127.016736558","37.484767133","[]","Point","","서울특별시 서초구 서초중앙로 26","서울특별시 서초구 서초동 1445-4","06720","","자전거 편의시설","8982.834838","2021-12-16 09:41:29","2021-12-16 09:41:29","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","지하철역|","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"1747","송파구_거치대_125","자전거 일반거치대","사용","일반","127.107904116","37.505311146","[]","Point","","서울특별시 송파구 송파대로 422","서울특별시 송파구 송파동 1-1","05667","","자전거 편의시설","14562.513288","2021-12-29 10:41:54","2021-12-29 10:41:54","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","지하철역|","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"1748","서초구_거치대_028","자전거 일반거치대","사용","일반","127.003509015","37.506011389","[]","Point","","서울특별시 서초구 신반포로 177","서울특별시 서초구 잠원동 75-18","06512","","자전거 편의시설","6488.717554","2021-12-16 09:57:22","2021-12-16 09:57:22","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","지하철역|","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
"1749","서초구_거치대_018","자전거 일반거치대","사용","일반","127.008320239","37.491803574","[]","Point","","서울특별시 서초구 서초대로 240","서울특별시 서초구 서초동 1542-1","06647","","자전거 편의시설","7977.883211","2021-12-16 09:46:30","2021-12-16 09:46:30","","","","","","","","","","운영시간 (예. 00:00 ~ 00:00)","","설치지역","지하철역|","상세위치(예 OO동 주민센터)","","설치유형(*공기주입기와 주차장 만 선택하세요.)","","설치/이용가능대수(예 00대)","","운영형태(*수리센터만 선택하세요.)","","수리범위(*수리센터만 선택하고 예 경정비 무상 부품교체 실비 등.)","","이동수리센터 순회일정(*이동수리센터만 입력 예) 자치구 순회일정 안내 게시판 링크)","","유의사항(예 O0학교 운영시간 외 이용불가 )","","",""
